AKT1	AKT2	0.1
AKT1	ESR2	0.1
AKT1	PHLPP1	0.1
AKT1	APPL1	0.1
AKT1	TCL6	0.1
AKT1	GRB10	0.1
AKT1	HSP90AA1	0.1
AKT1	HSP90AB1	0.1
AKT1	APLP2	0.1
AKT1	IKBKB	0.1
AKT1	ILK	0.1
AKT1	IMPDH2	0.1
AKT1	IRS1	0.1
AKT1	KRT10	0.1
AKT1	MDM4	0.1
AKT1	METTL1	0.1
AKT1	MST1R	0.1
AKT1	MTCP1	0.1
AKT1	PAK1	0.1
AKT1	PDK1	0.1
AKT1	PDK2	0.1
AKT1	PDPK1	0.1
AKT1	PIK3R1	0.1
AKT1	PLXNA1	0.1
AKT1	PPL	0.1
AKT1	PPM1A	0.1
AKT1	PPP2CA	0.1
AKT1	PPP2R1A	0.1
AKT1	PRG2	0.1
AKT1	PKN2	0.1
AKT1	PRKCQ	0.1
AKT1	PRKCZ	0.1
AKT1	PRKDC	0.1
AKT1	TRIB3	0.1
AKT1	RPS6KB1	0.1
AKT1	AKTIP	0.1
AKT1	WNK1	0.1
AKT1	NCF1C	0.1
AKT1	SRC	0.1
AKT1	STAT1	0.1
AKT1	TSC1	0.1
AKT1	AHNAK	0.1
AKT1	UXS1	0.1
AKT1	TCL1A	0.1
AKT1	HIST2H2BE	0.1
AKT1	CASP3	0.1
AKT1	CAMKK1	0.1
AKT1	SORBS2	0.1
AKT1	TNFSF11	0.1
AKT1	BCL10	0.1
AKT1	PIAS2	0.1
AKT1	MAPKAPK2	0.1
AKT1	MAPK8IP1	0.1
AKT1	RAB3D	0.1
AKT1	TCL1B	0.1
AKT1	BCL2L11	0.1
AKT1	CDC37	0.1
AKT1	CHN2	0.1
AKT1	CSNK2A1	0.1
AKT1	THEM4	0.1
AKT1	ESR1	0.6
AKT1	EZH2	0.6
AKT1	FANCA	0.6
AKT1	FOXO1	0.6
AKT1	FOXO3	0.6
AKT1	MTOR	0.6
AKT1	GATA1	0.6
AKT1	GATA2	0.6
AKT1	GSK3A	0.6
AKT1	GSK3B	0.6
AKT1	HTT	0.6
AKT1	HMOX1	0.6
AKT1	NR4A1	0.6
AKT1	XIAP	0.6
AKT1	IRAK1	0.6
AKT1	AR	0.6
AKT1	ITGB3	0.6
AKT1	MDM2	0.6
AKT1	MAP3K5	0.6
AKT1	MAP3K11	0.6
AKT1	FOXO4	0.6
AKT1	NOS3	0.6
AKT1	YBX1	0.6
AKT1	PDE3B	0.6
AKT1	PFKFB2	0.6
AKT1	CCDC88A	0.6
AKT1	BAD	0.6
AKT1	PTEN	0.6
AKT1	PTPN1	0.6
AKT1	RAC1	0.6
AKT1	RAF1	0.6
AKT1	ATXN1	0.6
AKT1	MAP2K4	0.6
AKT1	BRCA1	0.6
AKT1	BRAF	0.6
AKT1	TERT	0.6
AKT1	TSC2	0.6
AKT1	YWHAZ	0.6
AKT1	CASP9	0.6
AKT1	AKT1S1	0.6
AKT1	PEA15	0.6
AKT1	GAB2	0.6
AKT1	CDKN1A	0.6
AKT1	CDKN1B	0.6
AKT1	CHEK1	0.6
AKT1	CHUK	0.6
AKT1	CREB1	0.6
AKT1	DLC1	0.6
AKT1	EIF4EBP1	0.6
AKT1	EP300	0.6
AKT1	MAP3K8	0.6
AKT1	SH2B2	0.6
AKT1	YAP1	0.6
AKT2	AKT2	0.1
AKT2	FSHR	0.1
AKT2	APPL1	0.1
AKT2	GSK3B	0.1
AKT2	HSP90AA1	0.1
AKT2	HSP90AB1	0.1
AKT2	MTCP1	0.1
AKT2	NOS3	0.1
AKT2	ABI3	0.1
AKT2	PDPK1	0.1
AKT2	SH3RF1	0.1
AKT2	TRIB3	0.1
AKT2	SLC2A4	0.1
AKT2	TSC2	0.1
AKT2	TCL1A	0.1
AKT2	RAB3D	0.1
AKT2	TCL1B	0.1
AKT2	CDC37	0.1
AKT2	MAP3K5	0.5
AKT2	EZR	0.5
AKT2	ESR1	0.6
AKT2	XIAP	0.6
AKT2	FOXO4	0.6
AKT2	AKT1S1	0.6
AKT2	CHUK	0.6
AKT3	CDC37	0.1
AKT3	PDK1	0.1
AKT3	PDPK1	0.1
AKT3	PRKCD	0.1
AKT3	PRKCG	0.1
AKT3	PRKCZ	0.1
AKT3	TSC2	0.1
AKT3	TCL1A	0.1
ADRBK1	ADRA2A	0.1
ADRBK1	AGTR1	0.1
ADRBK1	EGFR	0.1
ADRBK1	NCS1	0.1
ADRBK1	FSHR	0.1
ADRBK1	GNAQ	0.1
ADRBK1	GIT1	0.1
ADRBK1	GRM1	0.1
ADRBK1	ARRB1	0.1
ADRBK1	OPRM1	0.1
ADRBK1	PEBP1	0.1
ADRBK1	PDCL	0.1
ADRBK1	PDC	0.1
ADRBK1	PIK3CG	0.1
ADRBK1	PRKACA	0.1
ADRBK1	PRKCA	0.1
ADRBK1	PRKCB	0.1
ADRBK1	PRKCD	0.1
ADRBK1	PRKCG	0.1
ADRBK1	MAPK3	0.1
ADRBK1	RCVRN	0.1
ADRBK1	RHO	0.1
ADRBK1	BDKRB2	0.1
ADRBK1	SRC	0.1
ADRBK1	CAPN2	0.1
ADRBK1	CAV1	0.1
ADRBK1	AKAP12	0.1
ADRBK1	GIT2	0.1
ADRBK1	CCR4	0.1
ADRBK1	CCR5	0.1
ADRBK1	PDGFRB	0.5
ADRBK1	TUBB3	0.5
ADRBK1	ADRB2	0.5
ADRBK1	EZR	0.5
ADRBK1	HRH1	0.5
ADRBK1	FPR1	0.6
ADRBK1	MC4R	0.6
ADRBK1	OPRD1	0.6
ADRBK1	PDE6G	0.6
ADRBK1	RPLP2	0.6
ADRBK1	SNCA	0.6
PRKG1	GABRR1	0.1
PRKG1	ITPR1	0.1
PRKG1	NPR1	0.1
PRKG1	PPP1R12A	0.1
PRKG1	PRKCA	0.1
PRKG1	RAF1	0.1
PRKG1	RYR1	0.1
PRKG1	SPP1	0.1
PRKG1	TNNT1	0.1
PRKG1	RAP1B	0.5
PRKG1	FHOD1	0.5
PRKG1	HRH1	0.5
PRKG1	PPP1R17	0.6
PRKG1	CFTR	0.6
PRKG1	CREB1	0.6
PRKG1	CRIP2	0.6
PRKG1	GTF2I	0.6
PRKG1	LASP1	0.6
PRKG1	MRVI1	0.6
PRKG1	PLCB3	0.6
PRKG1	RGS2	0.6
PRKG1	TRPC3	0.6
PRKG1	VASP	0.6
PRKG1	SF1	0.6
PRKG1	GKAP1	0.6
PRKG1	PDE5A	0.6
PRKG2	MYLK	0.1
PRKG2	VASP	0.5
PRKG2	CFTR	0.5
PRKG2	LASP1	0.6
PRKG2	PLCB3	0.6
PRKG2	PTS	0.6
DMPK	CELF1	0.1
DMPK	ATN1	0.1
DMPK	HSPB2	0.1
DMPK	FXYD1	0.1
DMPK	PLN	0.1
DMPK	UBQLN4	0.1
DMPK	RAF1	0.1
DMPK	RARG	0.1
DMPK	ATXN1	0.1
DMPK	SP1	0.1
DMPK	GABARAP	0.1
DMPK	PPP1R12A	0.6
CDC42BPG	CDC42BPG	0.1
CDC42BPG	RAC1	0.1
CDC42BPG	CDC42	0.1
GRK4	FSHR	0.1
GRK4	CALM1	0.1
GRK4	BDKRB2	0.6
GRK5	AGTR1	0.1
GRK5	CHRM2	0.1
GRK5	GIT1	0.1
GRK5	AVPR1A	0.1
GRK5	AVPR1B	0.1
GRK5	AVPR2	0.1
GRK5	RCVRN	0.1
GRK5	RHO	0.1
GRK5	TACR1	0.1
GRK5	TBXA2R	0.1
GRK5	CAV1	0.1
GRK5	DLGAP2	0.1
GRK5	ADRB2	0.6
GRK5	GRK5	0.6
GRK5	BDKRB2	0.6
GRK5	SNCB	0.6
GRK5	SNCA	0.6
GRK5	SNCG	0.6
GRK6	ADRB2	0.1
GRK6	CHRM3	0.1
GRK6	EDNRA	0.1
GRK6	EDNRB	0.1
GRK6	FSHR	0.1
GRK6	GIT1	0.1
GRK6	RCVRN	0.1
GRK6	RHO	0.1
GRK6	TBXA2R	0.1
GRK6	PRSS23	0.1
GRK6	GRK6	0.6
GRK6	BDKRB2	0.6
GRK6	SNCA	0.6
GRK6	SLC9A3R1	0.6
GRK6	LTB4R	0.6
MAST3	CNTNAP4	0.1
MAST2	STK36	0.1
MAST2	CDHR2	0.1
MAST2	PTEN	0.1
MAST2	RPS27A	0.1
MAST2	SLC34A1	0.1
MAST2	SNTB2	0.1
MAST2	TRAF2	0.1
MAST2	TRAF6	0.1
MAST2	DYNLL1	0.1
RPS6KA5	ATF2	0.1
RPS6KA5	BAD	0.1
RPS6KA5	CEBPB	0.1
RPS6KA5	CREBBP	0.1
RPS6KA5	EP300	0.1
RPS6KA5	HIST1H1B	0.1
RPS6KA5	HIST3H2BB	0.1
RPS6KA5	HIST4H4	0.1
RPS6KA5	HMGN1	0.1
RPS6KA5	HSPB2	0.1
RPS6KA5	IFNA2	0.1
RPS6KA5	MAPK11	0.1
RPS6KA5	MBP	0.1
RPS6KA5	RELA	0.1
RPS6KA5	ATF1	0.6
RPS6KA5	CREB1	0.6
RPS6KA5	EIF4EBP1	0.6
RPS6KA5	ETV1	0.6
RPS6KA5	HIST3H3	0.6
RPS6KA5	NR4A1	0.6
RPS6KA5	PLA2G4A	0.6
RPS6KA5	HIST3H2A	0.6
RPS6KA5	STAT1	0.6
RPS6KA5	STAT3	0.6
RPS6KA5	STK11	0.6
RPS6KA5	TH	0.6
RPS6KA4	FOS	0.1
RPS6KA4	HMGN1	0.1
RPS6KA4	MAP2K1	0.1
RPS6KA4	MAPK1	0.1
RPS6KA4	MAPK14	0.1
RPS6KA4	MAPK3	0.1
RPS6KA4	RPS6KA4	0.1
RPS6KA4	ATF1	0.6
RPS6KA4	CREB1	0.6
STK38	S100B	0.1
STK38	YWHAB	0.1
STK38	YWHAZ	0.1
STK38	CTDP1	0.1
STK38	STK38	0.6
ROCK2	MBP	0.1
ROCK2	STAU1	0.1
ROCK2	GFAP	0.5
ROCK2	ADD1	0.5
ROCK2	DPYSL2	0.5
ROCK2	RDX	0.5
ROCK2	DES	0.5
ROCK2	MSN	0.5
ROCK2	LIMK2	0.5
ROCK2	VIM	0.5
ROCK2	LIMK1	0.5
ROCK2	PPP1R12A	0.6
RPS6KB1	EIF4EBP1	0.1
RPS6KB1	IFNA1	0.1
RPS6KB1	MAPK1	0.1
RPS6KB1	MAPT	0.1
RPS6KB1	NCBP1	0.1
RPS6KB1	NEK6	0.1
RPS6KB1	PPP1R9A	0.1
RPS6KB1	PPP2CA	0.1
RPS6KB1	RAC1	0.1
RPS6KB1	STK11	0.1
RPS6KB1	TERT	0.1
RPS6KB1	COASY	0.1
RPS6KB1	PPP1R9B	0.1
RPS6KB1	TRAF4	0.1
RPS6KB1	CDC42	0.1
RPS6KB1	FADD	0.5
RPS6KB1	EIF4B	0.5
RPS6KB1	RPS6KB1	0.5
RPS6KB1	EEF2K	0.6
RPS6KB1	MTOR	0.6
RPS6KB1	PDPK1	0.6
RPS6KB1	RPS6	0.6
RPS6KB1	POLDIP3	0.6
RPS6KB2	MTOR	0.1
RPS6KB2	PDPK1	0.1
RPS6KB2	COASY	0.1
RPS6KB2	HSPB1	0.5
RPS6KB2	LMNB1	0.5
RPS6KB2	KRT18	0.5
RPS6KB2	RPS6	0.5
RPS6KB2	EEF2K	0.6
PRKCH	AKAP13	0.1
PRKCH	CDK2	0.1
PRKCH	FYN	0.1
PRKCH	PDPK1	0.1
PRKCH	PRKCH	0.1
PRKCH	PTPN11	0.1
PRKCH	SRC	0.1
PRKCH	CCNE1	0.1
PRKCH	ITGB2	0.6
PRKCH	PRKD1	0.6
PDPK1	CDAN1	0.1
PDPK1	MTOR	0.1
PDPK1	HSP90AA1	0.1
PDPK1	ILK	0.1
PDPK1	IRS1	0.1
PDPK1	PNN	0.1
PDPK1	PRKACA	0.1
PDPK1	PRKCB	0.1
PDPK1	PRKCI	0.1
PDPK1	PRKCQ	0.1
PDPK1	PXN	0.1
PDPK1	RALGDS	0.1
PDPK1	RPS6KA3	0.1
PDPK1	AKTIP	0.1
PDPK1	SRC	0.1
PDPK1	YWHAH	0.1
PDPK1	CARD11	0.1
PDPK1	SLC9A3R2	0.1
PDPK1	PRSS23	0.1
PDPK1	PTK2B	0.1
PDPK1	STRAP	0.1
PDPK1	YWHAQ	0.1
PDPK1	RPS6KB1	0.6
PDPK1	AKT2	0.6
PDPK1	RPS6KB2	0.6
PDPK1	AKT3	0.6
PDPK1	AKT1	0.6
PDPK1	ITGB3	0.6
PDPK1	PAK1	0.6
PDPK1	PDPK1	0.6
PDPK1	PRKCD	0.6
PDPK1	PRKCE	0.6
PDPK1	PKN1	0.6
PDPK1	PKN2	0.6
PDPK1	PRKCZ	0.6
PDPK1	RPS6KA1	0.6
PDPK1	SGK1	0.6
PDPK1	SGK2	0.6
PDPK1	SGK3	0.6
CDC42BPA	LIMK1	0.6
CDC42BPA	LIMK2	0.6
PRKACA	ADCY5	0.1
PRKACA	AKAP14	0.1
PRKACA	AKAP8L	0.1
PRKACA	PPP1R17	0.1
PRKACA	CREM	0.1
PRKACA	EGFR	0.1
PRKACA	ESR1	0.1
PRKACA	FXYD1	0.1
PRKACA	GUSB	0.1
PRKACA	HSPD1	0.1
PRKACA	IFNAR1	0.1
PRKACA	ITPKB	0.1
