ABL2	CAT	0.986850188258
ABL2	CBL	0.17767674688
ABL2	GPX1	0.99313462034
ABL2	HLCS	0.562305202229
ABL2	SIVA1	0.789362217784
ACVR1	DNAJB2	0.811900693628
ACVR1	E2F3	0.127121951349
ACVR1	ETS1	0.785876972228
ACVR1	FGR	0.560744227704
ACVR1	GADD45A	0.351894517052
ACVR1	MCM5	0.935961776215
ACVR1	MDM2	0.374971240652
ACVR1	NFATC4	0.252537233943
ACVR1	ORC1	0.152748199015
ACVR1	OTUD7B	0.150381407803
ACVR1	RIPK3	0.851431164872
ACVR1	RNF14	0.0476765828157
ACVR1	RPS6KA2	0.406722446292
ACVR1	RXRG	0.0373668961276
ACVR1	SMAD3	0.926826150553
ACVR1	TRIM24	0.612576740187
ACVR1	WWP1	0.945863787255
ACVR1	ZBTB44	0.69281936428
ACVR1B	MAPK1	0.273234116303
ACVR1B	MAPK8	0.823866842053
ACVR1B	MDM4	0.211509202569
ACVR1B	SMAD4	0.519517204196
ACVR1B	UHMK1	0.694078434405
ACVR2A	GNA12	0.720331692938
ACVR2B	ASAP3	0.185015848505
ACVR2B	EGFR	0.644576023966
ACVR2B	PRKCB	0.355032174179
ACVR2B	SRXN1	0.848920341911
ACVR2B	TRIM26	0.102202256399
ADRBK1	ADRB2	0.837750843716
ADRBK1	BAD	0.296332409825
ADRBK1	CTTN	0.173748188618
ADRBK1	EIF4B	0.589347249107
ADRBK1	EZR	0.527541685157
ADRBK1	FPR1	0.870561901026
ADRBK1	HRH1	0.312248378069
ADRBK1	ID2	0.568725071971
ADRBK1	MC4R	0.430098623764
ADRBK1	OPRD1	0.997156354075
ADRBK1	PDE6G	0.416133035803
ADRBK1	PDGFRB	0.967577907531
ADRBK1	PQBP1	0.787971457084
ADRBK1	RPLP2	0.801955157133
ADRBK1	SNCA	0.20325065546
ADRBK1	SNF8	0.41283306161
ADRBK1	TP53	0.745273467966
ADRBK1	TUBB3	0.740883937001
ADRBK1	ZNF396	0.88803639564
AKT1	NCAPH2	0.647577811929
AKT1	ABI2	0.738662329083
AKT1	AVEN	0.0155963880567
AKT1	BCL11A	0.534106827981
AKT1	BMX	0.304153198852
AKT1	BRD2	0.0507868595429
AKT1	SLX4	0.711296563908
AKT1	MISP	0.614432440155
AKT1	RELL2	0.998227090754
AKT1	CCM2	0.967152393254
AKT1	CBL	0.331710808954
AKT1	CCM2	0.252398612901
AKT1	CD99L2	0.790666672732
AKT1	CDK2AP1	0.597560392063
AKT1	CDK9	0.802722708602
AKT1	ACAP2	0.583138260368
AKT1	UTP18	0.00360695841825
AKT1	FOXN3	0.137169360335
AKT1	CHGB	0.864376926011
AKT1	CSNK1G2	0.978273737807
AKT1	CSRP3	0.611622391019
AKT1	CTTN	0.245790608686
AKT1	DAXX	0.372908567642
AKT1	DNAJB2	0.540091085259
AKT1	MED28	0.595963759615
AKT1	KLHL25	0.255174666268
AKT1	ERAL1	0.958690698882
AKT1	ETS1	0.758162220494
AKT1	FGFR1OP	0.808434115772
AKT1	FGR	0.163586637153
AKT1	FIP1L1	0.890426468914
AKT1	GADD45A	0.680511776757
AKT1	GAS7	0.127148414837
AKT1	GTF2B	0.113318043332
AKT1	GTF2E1	0.53998789715
AKT1	HCLS1	0.805514441875
AKT1	HIRIP3	0.364779917003
AKT1	HNRNPK	0.279397282757
AKT1	PRMT1	0.607696193427
AKT1	ID2	0.0613840608031
AKT1	ZC3H11A	0.586207402843
